order_id,customer_id,product_id,order_date,quantity,order_status,payment_method
ORD-9286689a-28ef-4796-a427-a3534306f306,CUST-85e4e1d3-99c9-47d2-81b6-5e0fd8d7c795,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-03-22 00:00:00,4,Completed,Credit Card
ORD-580aa6ce-45bd-4679-9332-eeb050808ba4,CUST-715b2d7e-13f9-48b7-8665-1ae059fa0ffe,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-22 12:00:00,2,Completed,Debit Card
ORD-3d2badc6-dfaa-4d7f-918d-84beeeaa5836,CUST-2c089b2e-9344-4b12-9f30-d25072cb2e6c,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-03-23 02:00:00,2,Cancelled,PayPal
ORD-927f900d-fb67-4aaf-808c-cf789206694a,CUST-df994033-b75d-45e3-9bf5-1728617463fa,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-24 20:00:00,2,Completed,Apple Pay
ORD-26f30a05-e3ab-4417-8de7-271336c7697b,CUST-04c7f227-e2a9-445c-9f8e-44de0757a481,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-03-24 23:00:00,1,Pending,Credit Card
ORD-a7bbff6c-2502-4d27-9b69-a11af2d2e88f,CUST-07ad50c4-6e0f-45c5-b298-0322db9883f9,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-03-25 01:00:00,2,Pending,Debit Card
ORD-df44d3d4-b77b-41f1-b2c8-6816adf7e84e,CUST-556df6ed-c10b-45b3-84f2-6c11ecaa2b44,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-25 02:00:00,2,Completed,Apple Pay
ORD-c01d6492-cdcd-46ac-acaa-930800beacd6,CUST-6da6058e-4dd7-4295-9410-4c97deb842e9,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-26 16:00:00,2,Completed,PayPal
ORD-9a8cf57e-b644-4ba4-a429-1828bb7a73ac,CUST-dd863142-b0bb-466d-bcb7-b726d7d2d0d1,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-03-27 01:00:00,1,Completed,Apple Pay
ORD-8fae070a-d91f-40de-8413-21095fec4139,CUST-595fc0e9-42f4-4609-9899-722bc2b3068e,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-03-28 00:00:00,1,Pending,Apple Pay
ORD-1c485208-6b86-438d-87ee-5d64427fc7a2,CUST-4285862b-5264-40a3-9b11-c3218858d586,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-03-28 04:00:00,1,Pending,PayPal
ORD-fe9324be-433c-42eb-9f30-204e1a7c7ec6,CUST-c3f7c517-5d87-413b-bd9c-f4cf4fe56fc3,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-03-29 05:00:00,2,Cancelled,Apple Pay
ORD-29ec1e27-72f1-493f-bbeb-835bd1a69413,CUST-bcc4da93-f446-4277-a430-dbf40b1e1ef5,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-29 12:00:00,2,Completed,PayPal
ORD-ee3ccad9-f047-4742-b295-1c0bb76454bc,CUST-4d10796f-41b0-4387-90d1-cc7d36100661,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-03-29 13:00:00,2,Pending,Debit Card
ORD-a422e8a3-5ca8-41be-8aae-b4b68c4ee397,CUST-7e8ec301-b5ad-41c0-9476-2af430f33fdd,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-03-30 08:00:00,4,Completed,Debit Card
ORD-b2535387-7d91-4b8c-b19b-3ed2deff967a,CUST-a4289b67-391a-44c9-96f2-a55d4588e16b,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-03-31 22:00:00,3,Completed,Apple Pay
ORD-918b65e7-94cd-4524-8411-a29bf6d71c14,CUST-5e71198b-9ef8-404f-9048-3613c1a48433,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-01 01:00:00,2,Cancelled,Debit Card
ORD-38577be7-91a6-4756-b58a-44d8a54138a0,CUST-04d1beb4-7991-4cdb-b622-ffc1f8bd7217,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-04-01 16:00:00,3,Pending,Debit Card
ORD-adcdd8d7-82a4-4c3b-a455-79d4a4c17081,CUST-9e999ef6-335c-4d00-90d4-6cc6aa6f7da3,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-04-01 19:00:00,4,Cancelled,Debit Card
ORD-36d2997e-827d-42b2-a2d6-c1529d8da78a,CUST-e8d9a4a8-320e-459e-a842-4cb241990cf5,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-02 03:00:00,1,Completed,PayPal
ORD-b327d3c2-0429-4d17-b537-135d2d0d96b6,CUST-30852f6f-577f-4462-a34b-7fd2cb769e28,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-02 11:00:00,4,Pending,Apple Pay
ORD-6b6a0986-ca43-4915-b41e-6a43e9523c48,CUST-12d56580-2e45-4bed-ad50-2bf5a3f11b22,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-04-02 20:00:00,2,Completed,Debit Card
ORD-6dc12fb6-5340-4846-a16d-223614d13cfe,CUST-2fb0472e-36a8-43ab-b775-4fbbf6129f94,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-04-02 23:00:00,1,Completed,Credit Card
ORD-0358ea35-3c07-49d4-b8e8-1a37b8bb3030,CUST-81a07ad9-9ea5-4c28-ab3d-ea36dc2e1152,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-04-03 09:00:00,3,Cancelled,Debit Card
ORD-43109a39-ff25-4795-bc3d-65eb97a5a15c,CUST-c457ed45-8982-46a0-b8ae-b1bec9f81e1b,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-03 14:00:00,1,Completed,Credit Card
ORD-5fd9cd99-3b42-4f04-9762-4fedb13175a6,CUST-5e71198b-9ef8-404f-9048-3613c1a48433,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-03 22:00:00,3,Pending,Apple Pay
ORD-4733bdc3-5f0b-4cb7-842b-40965af9a6c1,CUST-8f3e5e6e-3f4c-4d9d-8b5a-fe4d3d9dbec4,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-04-04 08:00:00,2,Completed,Credit Card
ORD-02515fda-677b-4516-a1b2-99ca8e38ad29,CUST-9e999ef6-335c-4d00-90d4-6cc6aa6f7da3,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-04-06 12:00:00,4,Pending,Debit Card
ORD-78226c66-af20-484d-96d2-08dcc93774d6,CUST-772e298a-a837-40e6-b153-bc024c8eeee4,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-04-06 14:00:00,2,Cancelled,Credit Card
ORD-8fc82b98-8e37-491f-9944-7ca8a3843a5d,CUST-2c089b2e-9344-4b12-9f30-d25072cb2e6c,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-06 15:00:00,4,Pending,Credit Card
ORD-f1d379d3-19f7-4d59-982f-eefa37412dd0,CUST-0e4acc9f-4a3b-4122-bc7b-99ab2750a3b1,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-04-07 01:00:00,2,Cancelled,Debit Card
ORD-2abdb614-cfb4-434c-af26-21f1b0c43d97,CUST-df994033-b75d-45e3-9bf5-1728617463fa,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-04-08 02:00:00,4,Completed,Apple Pay
ORD-dec43690-8028-44cd-894f-dc2b88edc765,CUST-56093e99-9841-432a-8c38-7afb8abe7b1a,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-04-08 18:00:00,1,Pending,PayPal
ORD-732717f4-5391-4cbf-99e9-da7886ebfe82,CUST-2e32404f-62f6-4529-94e7-8685c870dc28,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-09 17:00:00,2,Completed,Debit Card
ORD-637293c3-b850-4634-b9d9-cc2c7468817a,CUST-15039afd-e253-4b6f-8626-0d1a7b008571,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-04-11 09:00:00,1,Pending,PayPal
ORD-219d5cc8-0813-4d80-b3c7-4bd66b5ea366,CUST-a5e94f46-44da-4da8-a304-6f753a76f6b6,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-04-12 00:00:00,4,Completed,PayPal
ORD-fda103fd-4ded-4f7d-9b5a-72f477fb6f41,CUST-d641dbb3-17fe-4fe8-88cc-448c6cbd15fc,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-04-12 02:00:00,4,Pending,Apple Pay
ORD-fab1003a-4e37-4223-bc5c-e1d7f8dfca44,CUST-f9d4385f-b21d-4dca-b432-a2a8add65dbc,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-12 14:00:00,2,Completed,PayPal
ORD-7049972c-5502-448f-9e5c-04556002b07f,CUST-15039afd-e253-4b6f-8626-0d1a7b008571,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-13 03:00:00,4,Cancelled,Credit Card
ORD-0224f392-f575-401c-92fc-8171dbf42de6,CUST-6ff160b8-3833-4921-91d1-102ac96fee31,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-04-13 13:00:00,2,Completed,Apple Pay
ORD-b44ec0a9-0f32-408c-8205-08a6d3c2aee0,CUST-a24b7206-0c2d-45dd-bef1-49d8e4b614f3,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-13 20:00:00,2,Completed,PayPal
ORD-9ccd7947-2ae5-4e0c-966b-5ef60269f392,CUST-15831d9f-96eb-4352-8a52-e272be4b7d20,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-04-13 20:00:00,4,Completed,Credit Card
ORD-6b3e39e9-93ad-425d-9aa8-08492f8c71aa,CUST-9e999ef6-335c-4d00-90d4-6cc6aa6f7da3,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-04-14 00:00:00,1,Pending,Debit Card
ORD-af3816bc-d0d0-426c-9de5-dea95040b68c,CUST-9e999ef6-335c-4d00-90d4-6cc6aa6f7da3,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-04-16 04:00:00,1,Cancelled,PayPal
ORD-92707563-6fd3-49f1-acab-4a67b849500b,CUST-2d268d5b-1cf0-405f-8170-8c0e5604bf76,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-04-16 15:00:00,3,Completed,Credit Card
ORD-bf1cc715-dec8-4fe6-95f8-e1d66b810179,CUST-85952cde-f241-469c-af8f-c2308dd362ec,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-17 11:00:00,1,Cancelled,Credit Card
ORD-85b9b899-af76-408a-91f4-df1c25f5506f,CUST-2fb0472e-36a8-43ab-b775-4fbbf6129f94,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-04-17 22:00:00,1,Pending,PayPal
ORD-70f3897c-98fb-49da-9cce-befe04ae16fd,CUST-d3ac0f88-1a46-453d-ab91-b53103823874,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-04-18 23:00:00,4,Completed,PayPal
ORD-c03883e8-1bfb-4308-b010-50b37ddbb954,CUST-43e53a5b-b5b0-4d73-aac4-5bac2e392713,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-04-19 02:00:00,4,Cancelled,PayPal
ORD-c53afe8a-dfc4-4cb8-a0b3-a94cd46193bb,CUST-b44aa1f9-ec75-48cc-9d09-a8b03e2869fe,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-19 08:00:00,2,Completed,Debit Card
ORD-00a9809c-0294-4293-b1fa-fe3b425cfcb0,CUST-b6e1e6d0-d918-43f5-a8ff-d5c4745be47e,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-04-19 14:00:00,3,Pending,Debit Card
ORD-814c75f2-125f-45ef-9ed7-2c030da7e271,CUST-fbe5ac25-9ad1-48cb-a082-919f5b22c749,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-04-19 14:00:00,3,Completed,PayPal
ORD-92f11e90-3369-4daa-a4fc-99eb26877298,CUST-74db5cc3-ea18-477b-a5f3-dc23c07e1b2a,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-04-19 18:00:00,2,Completed,Apple Pay
ORD-7f9bd4a0-ec36-4e53-aa32-6574ffd2d917,CUST-7987a7cd-3b84-4c7f-88b1-396e86db8ed3,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-04-21 02:00:00,4,Completed,Apple Pay
ORD-4f02413f-9419-450a-981e-2d5aa4a341c7,CUST-5e71198b-9ef8-404f-9048-3613c1a48433,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-04-21 05:00:00,1,Completed,Credit Card
ORD-e794f5dc-dab2-4039-a9b7-eb03255c0159,CUST-c457ed45-8982-46a0-b8ae-b1bec9f81e1b,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-04-21 21:00:00,2,Pending,PayPal
ORD-d62e751c-84e9-42be-8e40-ddf1129e4cff,CUST-087be9ac-cac5-459a-9c30-d1aaf42dfb15,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-04-22 04:00:00,4,Completed,Apple Pay
ORD-46efae7b-004d-4b7c-b358-bf129e8358c4,CUST-ee6388a2-fc39-48c9-85f7-df68e6d046af,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-04-23 12:00:00,2,Completed,Credit Card
ORD-208d5ce1-f19e-496c-add4-5d552b05f62b,CUST-7c043a15-73b4-4d97-8f5b-090c6203edb9,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-04-23 20:00:00,3,Completed,Debit Card
ORD-29c917b6-eb81-45ce-92c9-2b5dc1dc152b,CUST-fd9cf896-01c4-4133-8d18-c8776b9b12f5,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-25 07:00:00,3,Cancelled,PayPal
ORD-9ec9dad3-010c-4b5f-8d80-e20ddbe1609a,CUST-ed1abfb8-5b2c-4e5d-9dae-c49a86435a04,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-04-25 09:00:00,4,Completed,Credit Card
ORD-99eb1a66-6017-439d-b8d7-33221756cb3b,CUST-e3abc271-5a00-4d3a-bed1-2be4002dfeee,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-25 13:00:00,3,Completed,Debit Card
ORD-12afeda0-8df8-4832-a53c-597f6274381c,CUST-5280697d-71e5-4e92-804e-033e5c74a88c,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-26 01:00:00,1,Cancelled,Debit Card
ORD-2d87fbb1-156d-42bb-ab96-852f7abaa19d,CUST-e31ef663-c483-4b96-b41a-d92a7f22a284,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-04-26 01:00:00,1,Completed,Debit Card
ORD-490df8f4-ce04-4ad2-b2d0-5524f36b9863,CUST-32c5671b-9306-42b4-9517-69331a5d346d,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-04-26 03:00:00,2,Cancelled,Credit Card
ORD-56b485f6-c0a5-468b-99f1-bf97bb2a5277,CUST-c98ec440-0f32-43ad-93e9-a9801f7fcefc,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-26 05:00:00,2,Completed,Apple Pay
ORD-93863c23-53b9-45d4-b31d-17002e2c5bb5,CUST-5d3e62d3-c201-416a-b76f-21ba639e82cc,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-26 13:00:00,1,Cancelled,Debit Card
ORD-ba115652-019e-4726-913a-4a592a60f0d5,CUST-6f6cfa2a-98e6-4c85-8e08-5c2fcd16b563,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-04-26 20:00:00,3,Completed,Debit Card
ORD-0bff3a85-ed0c-40f1-af89-890a9e936728,CUST-dd863142-b0bb-466d-bcb7-b726d7d2d0d1,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-04-26 23:00:00,4,Completed,Apple Pay
ORD-9981d555-2bc7-445a-896e-b1e36684b26a,CUST-fdb82e26-21bc-4f0e-94bc-405d7ac3d2ff,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-04-27 03:00:00,2,Completed,Debit Card
ORD-2f17f90d-4555-4be1-9765-549bfb520fb7,CUST-79832843-194d-4dad-be01-2ebbf9b6d44f,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-04-27 08:00:00,2,Pending,PayPal
ORD-803d090f-4a05-4ca4-a05c-24f0df236adb,CUST-4a92443a-3da3-4cc4-b574-4cd9aba866b1,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-04-27 16:00:00,4,Cancelled,Credit Card
ORD-735c935b-1b4e-45f5-8487-ffe29c70bec7,CUST-ab725235-8229-4135-9d7c-58c275ec26c2,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-04-27 19:00:00,3,Completed,PayPal
ORD-e156e152-ba46-4424-a5d2-41e11ec8f008,CUST-19f698ab-8acf-4648-9527-87e540901f2a,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-04-28 09:00:00,4,Completed,Debit Card
ORD-58e544d0-1a22-4cfb-8b47-d10c704f1589,CUST-8c4bf145-28aa-4df1-ba55-867d094a6012,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-04-29 00:00:00,4,Completed,Apple Pay
ORD-323f547e-06f8-4e7f-b65e-29a341a6beef,CUST-732c6ce3-9e3f-42d4-8590-346407ac5c4f,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-04-29 17:00:00,4,Pending,PayPal
ORD-1f58fb58-ba4a-4ab1-b103-29dd658a2013,CUST-2d268d5b-1cf0-405f-8170-8c0e5604bf76,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-04-29 22:00:00,4,Cancelled,PayPal
ORD-9d2c1110-479f-419d-b9c3-a8fc77e0598d,CUST-34eab866-b096-4219-8091-c398d868dc48,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-04-30 15:00:00,2,Completed,Apple Pay
ORD-9d829299-b17e-41ad-ad6d-b7ed86501449,CUST-15831d9f-96eb-4352-8a52-e272be4b7d20,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-05-01 15:00:00,3,Cancelled,PayPal
ORD-e4667fe1-7c15-4e55-b4f9-afe948fc10f4,CUST-3c0f69b1-f461-4b7c-837d-0fffba5143e9,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-02 08:00:00,4,Completed,Debit Card
ORD-9b84d5ca-5856-4f56-af42-4f90808ab5e2,CUST-4665d28f-3950-47c6-8315-d7d208754021,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-05-03 21:00:00,1,Pending,Apple Pay
ORD-aeef1b31-14f7-4c85-96a2-79ad9bc081c6,CUST-baba7caa-97bb-4cb2-88f0-aac0f8d825fc,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-05-04 10:00:00,1,Completed,Apple Pay
ORD-ea7deb3c-29be-4f4b-980b-87f7cb111e71,CUST-c9ceed30-814d-4ef5-a9ed-7b5a5d5144d0,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-05-04 20:00:00,4,Completed,Apple Pay
ORD-f964d151-4525-4ac5-8cb4-7d5523b749ba,CUST-1dd0c338-7b77-43cc-908d-b6e20e2b6f34,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-05-05 18:00:00,4,Cancelled,Credit Card
ORD-18ceca73-99e3-4f4d-a118-d4309094a8c0,CUST-732c6ce3-9e3f-42d4-8590-346407ac5c4f,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-05-06 08:00:00,2,Pending,Apple Pay
ORD-1d009bb9-2ba4-4a4e-8bc4-4ff292f36146,CUST-fbe5ac25-9ad1-48cb-a082-919f5b22c749,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-05-09 00:00:00,4,Completed,Credit Card
ORD-ca4dee5d-c31b-4c14-983b-36a13a5c1dbe,CUST-016ec8c2-99c8-4448-98be-ca31d22dbcf9,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-05-09 02:00:00,4,Completed,PayPal
ORD-17ab32c4-6d18-4006-bfde-d6ddc3b0a2e3,CUST-2e32404f-62f6-4529-94e7-8685c870dc28,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-05-09 03:00:00,3,Cancelled,PayPal
ORD-2550449f-8277-4d75-9467-629a7e8bb245,CUST-d441b96b-6bf9-4de5-b442-0474915e8ac5,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-05-09 21:00:00,4,Pending,Credit Card
ORD-219e6966-6529-470d-a769-8e18d022c76f,CUST-268b1a24-d6b8-4a75-88e0-214b2097aea9,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-05-10 08:00:00,4,Cancelled,PayPal
ORD-4cd86191-d79f-4439-b3a4-1960af80a8a2,CUST-fdb428f7-9cce-4005-80dc-7d13d95e9976,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-10 13:00:00,1,Pending,Apple Pay
ORD-749716ee-4959-4a26-8f73-91bd1a950daa,CUST-387ac0a3-33e7-42ee-9e64-bc5cabb1ac65,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-05-12 12:00:00,4,Completed,Debit Card
ORD-70bdcebd-ad68-402e-8516-a8b7b9ddb195,CUST-ee6388a2-fc39-48c9-85f7-df68e6d046af,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-05-12 18:00:00,4,Cancelled,Debit Card
ORD-ca6e0cba-a517-4097-b30a-5f50dbc636b0,CUST-56093e99-9841-432a-8c38-7afb8abe7b1a,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-05-13 00:00:00,4,Completed,PayPal
ORD-400c2bcd-821a-4436-9e80-1db15de58c79,CUST-b44aa1f9-ec75-48cc-9d09-a8b03e2869fe,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-05-13 03:00:00,4,Completed,Debit Card
ORD-8992fe73-c501-4e84-8f89-326dd0a0d329,CUST-4a92443a-3da3-4cc4-b574-4cd9aba866b1,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-05-13 05:00:00,1,Completed,Credit Card
ORD-9f0f2372-3bcb-4494-b4d0-af7b8f0c6574,CUST-732c6ce3-9e3f-42d4-8590-346407ac5c4f,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-05-13 12:00:00,3,Cancelled,Debit Card
ORD-981a0579-1c5d-4775-b5bc-c71eecb97281,CUST-1dd0c338-7b77-43cc-908d-b6e20e2b6f34,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-05-14 05:00:00,3,Pending,PayPal
ORD-09e77a51-0843-4a64-8003-5fdb972fa88c,CUST-7c043a15-73b4-4d97-8f5b-090c6203edb9,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-05-14 20:00:00,3,Pending,PayPal
ORD-54b219bd-64c5-4105-94b3-65004ef6bfcd,CUST-b3fd56f8-c838-468a-9629-33414c7090a5,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-05-15 11:00:00,1,Completed,Credit Card
ORD-0855980b-a91b-48c1-9bd2-64d57de8197a,CUST-f9d4385f-b21d-4dca-b432-a2a8add65dbc,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-05-16 00:00:00,2,Completed,Credit Card
ORD-dbc00d71-80ec-49f7-b951-19869848747c,CUST-86da949c-b3b9-4d3e-9a24-0425d352f1ee,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-16 12:00:00,3,Completed,Debit Card
ORD-61fe393f-49fc-4e2a-b945-57231d0523e5,CUST-68fd6abf-5d8f-4287-be3a-fa3b710b5e4d,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-16 13:00:00,2,Completed,Credit Card
ORD-e9892cff-d2aa-429e-830c-d8cc45ef473c,CUST-6f6cfa2a-98e6-4c85-8e08-5c2fcd16b563,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-05-16 18:00:00,2,Completed,Credit Card
ORD-85166768-8861-4974-a776-a4fec51bf47d,CUST-d3ac0f88-1a46-453d-ab91-b53103823874,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-05-16 19:00:00,1,Pending,PayPal
ORD-f0edf816-06ea-4f2e-8985-f5024023c06f,CUST-ab25de93-0d02-475a-bfa3-3deb0ddc24b8,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-17 09:00:00,3,Completed,Debit Card
ORD-74d6b5e9-a7c2-48d3-a9d5-5147951bc25d,CUST-f9d4385f-b21d-4dca-b432-a2a8add65dbc,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-05-17 12:00:00,2,Cancelled,Credit Card
ORD-bf89a6b8-09d7-4a0f-a049-2f3bd9bc6d09,CUST-2bef72e7-505b-4dd0-add8-a09c37bfb2ba,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-05-17 13:00:00,4,Completed,Apple Pay
ORD-a864e500-82cd-409f-b77f-3021d17411e2,CUST-2e32404f-62f6-4529-94e7-8685c870dc28,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-17 14:00:00,4,Pending,Debit Card
ORD-5bff4b6d-cfd7-496b-907a-8fedc9f8aadd,CUST-9f5cd69e-95b2-4984-a049-5abd953f915d,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-05-19 01:00:00,2,Pending,Debit Card
ORD-31e85327-f95f-4ed5-adea-a4b9b055c42c,CUST-d3ac0f88-1a46-453d-ab91-b53103823874,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-05-19 06:00:00,3,Completed,PayPal
ORD-29aadb10-f489-4805-9574-08bb2252485c,CUST-6ccd618d-ef72-45cf-83f7-960660bc86a2,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-19 14:00:00,2,Completed,Apple Pay
ORD-3b29fff0-4d18-4d24-973e-fbda70374652,CUST-b14f5581-ad46-4259-9d4d-14dc3c37adf5,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-05-23 00:00:00,4,Cancelled,PayPal
ORD-d96800de-41f2-43ff-836b-e1f72766c4bd,CUST-13b70913-cf74-4e97-bdca-af0d625607be,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-23 15:00:00,3,Completed,Apple Pay
ORD-dd0a4bca-5b44-47de-b4cd-3c2d729b680d,CUST-9e999ef6-335c-4d00-90d4-6cc6aa6f7da3,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-05-24 18:00:00,1,Pending,Apple Pay
ORD-3c213374-e3f6-4484-9ba4-b21b7b0d6a99,CUST-13b70913-cf74-4e97-bdca-af0d625607be,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-05-26 03:00:00,1,Cancelled,Apple Pay
ORD-bdf46c4c-a088-4094-a743-0c6fc40aed8c,CUST-ed1abfb8-5b2c-4e5d-9dae-c49a86435a04,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-05-26 09:00:00,2,Completed,Debit Card
ORD-7ecae5f4-0c95-48d3-9bff-f1c1255e2227,CUST-a4289b67-391a-44c9-96f2-a55d4588e16b,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-05-26 10:00:00,4,Completed,Credit Card
